window_end_time,vehicle_id,window_duration,record_count,instantaneous_power,battery_temp_rate,motor_temp_rate,avg_speed,max_speed,min_speed,soc_rate,latest_soc,energy_consumed,battery_temperature,motor_temperature,battery_voltage,battery_current
2026-06-05 21:28:50,EV_001,1.0,100,11.9,0.0,0.0,14.62,29.27,1.14,-7920.0,59.1,1.6115,60.0,150.0,348.0,34.2
2026-06-05 21:28:55,EV_001,1.0,100,12.57,0.0,0.0,14.52,29.27,1.14,-7920.0,59.1,1.6138,60.0,150.0,366.5,34.3
2026-06-05 21:29:00,EV_001,1.0,100,12.74,0.0,0.0,14.56,29.27,1.14,-7560.0,59.1,1.6103,60.0,150.0,357.0,35.7
2026-06-05 21:29:05,EV_001,1.0,100,6.68,0.0,0.0,14.36,29.27,0.83,-7560.0,59.1,1.603,60.0,150.0,359.1,18.6
2026-06-05 21:29:10,EV_001,1.0,100,15.62,0.0,0.0,14.48,29.27,0.83,-7920.0,59.0,1.6066,60.0,150.0,355.8,43.9
2026-06-05 21:29:15,EV_001,1.0,100,12.81,0.0,0.0,14.39,29.27,0.83,-7920.0,59.0,1.6011,60.0,150.0,358.8,35.7
2026-06-05 21:29:20,EV_001,1.0,100,7.45,0.0,0.0,14.29,29.27,0.83,-7560.0,59.0,1.603,60.0,150.0,367.1,20.3
2026-06-05 21:29:25,EV_001,1.0,100,14.07,0.0,0.0,14.35,29.27,0.83,-7560.0,59.0,1.6075,60.0,150.0,361.8,38.9
2026-06-05 21:29:30,EV_001,1.0,100,14.46,0.0,0.0,14.23,29.27,0.83,-7920.0,58.9,1.6139,60.0,150.0,355.2,40.7
2026-06-05 21:29:35,EV_001,1.0,100,7.77,0.0,0.0,14.12,29.27,0.83,-7920.0,58.9,1.6082,60.0,150.0,359.7,21.6
2026-06-05 21:29:40,EV_001,1.0,100,13.34,0.0,0.0,14.24,29.27,0.83,-7560.0,58.9,1.6045,60.0,150.0,355.8,37.5
2026-06-05 21:29:45,EV_001,1.0,100,13.88,0.0,0.0,14.35,29.27,0.83,-7560.0,58.9,1.613,60.0,150.0,354.1,39.2
2026-06-05 21:29:50,EV_001,1.0,100,15.15,0.0,0.0,14.46,29.27,0.83,-7560.0,58.9,1.6091,60.0,150.0,363.3,41.7
2026-06-05 21:29:55,EV_001,1.0,100,4.8,0.0,0.0,14.27,29.27,0.83,-7920.0,58.8,1.6127,60.0,150.0,352.6,13.6
2026-06-05 21:30:00,EV_001,1.0,100,11.03,0.0,0.0,14.33,29.27,0.83,-7920.0,58.8,1.617,60.0,150.0,356.8,30.9
2026-06-05 21:30:05,EV_001,1.0,100,8.57,0.0,0.0,14.32,29.27,0.83,-7920.0,58.8,1.6106,60.0,150.0,358.5,23.9
2026-06-05 21:30:10,EV_001,1.0,100,14.23,0.0,0.0,14.33,29.27,0.83,-7560.0,58.8,1.6034,60.0,150.0,364.9,39.0
2026-06-05 21:30:15,EV_001,1.0,100,18.09,0.0,0.0,14.38,29.27,0.83,-7560.0,58.8,1.6194,60.0,150.0,356.9,50.7
2026-06-05 21:30:20,EV_001,1.0,100,8.0,0.0,0.0,14.46,29.27,0.83,-7920.0,58.7,1.6135,60.0,150.0,355.7,22.5
2026-06-05 21:30:25,EV_001,1.0,100,14.89,0.0,0.0,14.2,29.27,0.75,-7920.0,58.7,1.613,60.0,150.0,353.7,42.1
2026-06-05 21:30:30,EV_001,1.0,100,11.64,0.0,0.0,14.16,29.27,0.75,-7560.0,58.7,1.6072,60.0,150.0,358.3,32.5
2026-06-05 21:30:35,EV_001,1.0,100,11.15,0.0,0.0,14.2,29.27,0.75,-7560.0,58.7,1.6139,60.0,150.0,356.1,31.3
2026-06-05 21:30:40,EV_001,1.0,100,17.85,0.0,0.0,14.41,29.27,0.75,-7920.0,58.6,1.6133,60.0,150.0,357.7,49.9
2026-06-05 21:30:45,EV_001,1.0,100,9.39,0.0,0.0,14.34,29.27,0.75,-7920.0,58.6,1.6098,60.0,150.0,366.8,25.6
2026-06-05 21:30:50,EV_001,1.0,100,3.9,0.0,0.0,14.39,29.27,0.75,-7560.0,58.6,1.6032,60.0,150.0,361.3,10.8
2026-06-05 21:30:55,EV_001,1.0,100,1.77,0.0,0.0,14.33,29.27,0.75,-7560.0,58.6,1.5799,60.0,150.0,360.4,4.9
2026-06-05 21:31:00,EV_001,1.0,100,15.25,0.0,0.0,14.33,29.27,0.75,-7560.0,58.6,1.5782,60.0,150.0,346.6,44.0
2026-06-05 21:31:05,EV_001,1.0,100,6.88,0.0,0.0,14.15,29.27,0.56,-7200.0,58.6,1.5604,60.0,150.0,362.2,19.0
2026-06-05 21:31:10,EV_001,1.0,100,8.37,0.0,0.0,14.09,29.27,0.56,-7560.0,58.5,1.5465,60.0,150.0,360.9,23.2
2026-06-05 21:31:15,EV_001,1.0,100,15.0,0.0,0.0,14.05,29.27,0.56,-7560.0,58.5,1.5534,60.0,150.0,352.1,42.6
2026-06-05 21:31:20,EV_001,1.0,100,11.02,0.0,0.0,14.16,29.27,0.56,-7560.0,58.5,1.5624,60.0,150.0,358.8,30.7
2026-06-05 21:31:25,EV_001,1.0,100,8.59,0.0,0.0,14.27,29.27,0.56,-7560.0,58.5,1.5692,60.0,150.0,360.9,23.8
2026-06-05 21:31:30,EV_001,1.0,100,4.13,0.0,0.0,14.28,29.27,0.56,-7200.0,58.5,1.5493,60.0,150.0,359.3,11.5
2026-06-05 21:31:35,EV_001,1.0,100,13.03,0.0,0.0,14.28,29.27,0.56,-7200.0,58.5,1.5542,60.0,150.0,367.1,35.5
2026-06-05 21:31:40,EV_001,1.0,100,11.37,0.0,0.0,14.47,29.27,0.56,-7560.0,58.4,1.5536,60.0,150.0,352.1,32.3
2026-06-05 21:31:45,EV_001,1.0,100,10.75,0.0,0.0,14.44,29.27,0.56,-7560.0,58.4,1.555,60.0,150.0,363.1,29.6
2026-06-05 21:31:50,EV_001,1.0,100,8.92,0.0,0.0,14.54,29.27,0.56,-7560.0,58.4,1.5468,60.0,150.0,362.7,24.6
2026-06-05 21:31:55,EV_001,1.0,100,17.86,0.0,0.0,14.54,29.27,0.56,-7200.0,58.4,1.5478,60.0,150.0,360.8,49.5
2026-06-05 21:32:00,EV_001,1.0,100,20.39,0.0,0.0,14.63,29.27,0.56,-7560.0,58.3,1.5602,60.0,150.0,360.9,56.5
2026-06-05 21:32:05,EV_001,1.0,100,5.63,0.0,0.0,14.57,29.27,0.56,-7560.0,58.3,1.5434,60.0,150.0,347.5,16.2
2026-06-05 21:32:10,EV_001,1.0,100,12.12,0.0,0.0,14.52,29.27,0.56,-7560.0,58.3,1.5468,60.0,150.0,354.5,34.2
2026-06-05 21:32:15,EV_001,1.0,100,7.04,0.0,0.0,14.5,29.27,0.56,-7200.0,58.3,1.5349,60.0,150.0,357.5,19.7
2026-06-05 21:32:20,EV_001,1.0,100,13.07,0.0,0.0,14.52,29.27,0.56,-7200.0,58.3,1.532,60.0,150.0,359.2,36.4
2026-06-05 21:32:25,EV_001,1.0,100,16.04,0.0,0.0,14.62,29.27,0.56,-7560.0,58.2,1.5379,60.0,150.0,351.8,45.6
2026-06-05 21:32:30,EV_001,1.0,100,13.1,0.0,0.0,14.65,29.27,0.56,-7200.0,58.2,1.536,60.0,150.0,362.8,36.1
2026-06-05 21:32:35,EV_001,1.0,100,14.73,0.0,0.0,14.63,29.27,0.56,-7200.0,58.2,1.5388,60.0,150.0,358.4,41.1
2026-06-05 21:32:40,EV_001,1.0,100,15.61,0.0,0.0,14.73,29.27,0.56,-7560.0,58.1,1.5474,60.0,150.0,356.4,43.8
2026-06-05 21:32:45,EV_001,1.0,100,14.78,0.0,0.0,14.95,29.27,0.56,-7560.0,58.1,1.551,60.0,150.0,355.2,41.6
2026-06-05 21:32:50,EV_001,1.0,100,14.1,0.0,0.0,14.94,29.27,0.56,-7560.0,58.1,1.5556,60.0,150.0,361.6,39.0
2026-06-05 21:32:55,EV_001,1.0,100,14.84,0.0,0.0,14.84,29.27,0.56,-7200.0,58.1,1.5572,60.0,150.0,357.6,41.5
2026-06-05 21:33:00,EV_001,1.0,100,12.35,0.0,0.0,14.71,29.27,0.56,-7560.0,58.0,1.559,60.0,150.0,355.8,34.7
2026-06-05 21:33:05,EV_001,1.0,100,6.15,0.0,0.0,14.64,29.27,0.56,-7560.0,58.0,1.5501,60.0,150.0,355.6,17.3
2026-06-05 21:33:10,EV_001,1.0,100,14.69,0.0,0.0,14.85,29.27,0.56,-7560.0,58.0,1.5474,60.0,150.0,365.3,40.2
2026-06-05 21:33:15,EV_001,1.0,100,9.91,0.0,0.0,14.81,29.27,0.56,-7200.0,58.0,1.5439,60.0,150.0,360.2,27.5
2026-06-05 21:33:20,EV_001,1.0,100,8.25,0.0,0.0,14.93,29.27,0.56,-7200.0,58.0,1.5442,60.0,150.0,360.3,22.9
2026-06-05 21:33:25,EV_001,1.0,100,16.87,0.0,0.0,15.12,29.27,0.56,-7560.0,57.9,1.5479,60.0,150.0,366.8,46.0
2026-06-05 21:33:30,EV_001,1.0,100,10.89,0.0,0.0,15.22,29.27,0.56,-7560.0,57.9,1.5495,60.0,150.0,353.7,30.8
2026-06-05 21:33:35,EV_001,1.0,100,10.99,0.0,0.0,15.43,29.27,0.56,-7560.0,57.9,1.5507,60.0,150.0,354.4,31.0
2026-06-05 21:33:40,EV_001,1.0,100,15.71,0.0,0.0,15.62,29.27,0.56,-7200.0,57.9,1.5603,60.0,150.0,356.3,44.1
2026-06-05 21:33:45,EV_001,1.0,100,8.77,0.0,0.0,15.64,29.27,0.56,-7200.0,57.9,1.5454,60.0,150.0,352.1,24.9
2026-06-05 21:33:50,EV_001,1.0,100,-0.43,0.0,0.0,15.38,29.27,0.56,-7200.0,57.9,1.5309,60.0,150.0,361.0,-1.2
2026-06-05 21:33:55,EV_001,1.0,100,14.04,0.0,0.0,15.38,29.27,0.56,-7560.0,57.8,1.5403,60.0,150.0,355.5,39.5
2026-06-05 21:34:00,EV_001,1.0,100,11.53,0.0,0.0,15.33,29.27,0.56,-7560.0,57.8,1.5395,60.0,150.0,358.2,32.2
2026-06-05 21:34:05,EV_001,1.0,100,14.21,0.0,0.0,15.4,29.27,0.56,-7560.0,57.8,1.559,60.0,150.0,361.7,39.3
2026-06-05 21:34:10,EV_001,1.0,100,11.34,0.0,0.0,15.4,29.27,0.56,-7200.0,57.8,1.562,60.0,150.0,351.1,32.3
2026-06-05 21:34:15,EV_001,1.0,100,12.01,0.0,0.0,15.43,29.27,0.56,-7560.0,57.7,1.5593,60.0,150.0,341.1,35.2
2026-06-05 21:34:20,EV_001,1.0,100,9.2,0.0,0.0,15.3,29.27,0.56,-7560.0,57.7,1.5648,60.0,150.0,356.6,25.8
2026-06-05 21:34:25,EV_001,1.0,100,16.97,0.0,0.0,15.41,29.72,0.56,-7560.0,57.7,1.5681,60.0,150.0,360.3,47.1
2026-06-05 21:34:30,EV_001,1.0,100,22.31,0.0,0.0,15.51,29.72,0.56,-7920.0,57.6,1.586,60.0,150.0,352.5,63.3
2026-06-05 21:34:35,EV_001,1.0,100,15.15,0.0,0.0,15.61,29.72,0.56,-7560.0,57.6,1.5854,60.0,150.0,357.2,42.4
2026-06-05 21:34:40,EV_001,1.0,100,15.59,0.0,0.0,15.66,29.72,0.56,-7560.0,57.6,1.5943,60.0,150.0,354.3,44.0
2026-06-05 21:34:45,EV_001,1.0,100,7.46,0.0,0.0,15.55,29.72,0.56,-7560.0,57.6,1.5867,60.0,150.0,360.6,20.7
2026-06-05 21:34:50,EV_001,1.0,100,6.55,0.0,0.0,15.38,29.72,0.56,-7560.0,57.6,1.5908,60.0,150.0,341.3,19.2
2026-06-05 21:34:55,EV_001,1.0,100,9.61,0.0,0.0,15.37,29.72,0.56,-7920.0,57.5,1.5825,60.0,150.0,360.1,26.7
2026-06-05 21:35:00,EV_001,1.0,100,14.97,0.0,0.0,15.32,29.72,0.56,-7560.0,57.5,1.5872,60.0,150.0,355.5,42.1
2026-06-05 21:35:05,EV_001,1.0,100,12.02,0.0,0.0,15.41,29.72,0.56,-7560.0,57.5,1.587,60.0,150.0,355.6,33.8
2026-06-05 21:35:10,EV_001,1.0,100,7.47,0.0,0.0,15.41,29.72,0.56,-7560.0,57.5,1.5757,60.0,150.0,358.9,20.8
2026-06-05 21:35:15,EV_001,1.0,100,15.48,0.0,0.0,15.37,29.72,0.56,-7560.0,57.5,1.5785,60.0,150.0,357.4,43.3
2026-06-05 21:35:20,EV_001,1.0,100,10.71,0.0,0.0,15.18,29.72,0.56,-7560.0,57.4,1.5704,60.0,150.0,361.8,29.6
2026-06-05 21:35:25,EV_001,1.0,100,10.48,0.0,0.0,15.07,29.72,0.56,-7560.0,57.4,1.5758,60.0,150.0,363.8,28.8
2026-06-05 21:35:30,EV_001,1.0,100,15.15,0.0,0.0,15.17,29.72,0.56,-7560.0,57.4,1.5829,60.0,150.0,359.8,42.1
2026-06-05 21:35:35,EV_001,1.0,100,15.24,0.0,0.0,15.41,29.72,0.56,-7560.0,57.4,1.5922,60.0,150.0,358.7,42.5
2026-06-05 21:35:40,EV_001,1.0,100,9.58,0.0,0.0,15.56,29.72,0.56,-7560.0,57.3,1.5823,60.0,150.0,358.9,26.7
2026-06-05 21:35:45,EV_001,1.0,100,9.22,0.0,0.0,15.51,29.72,0.56,-7560.0,57.3,1.5949,60.0,150.0,361.6,25.5
2026-06-05 21:35:50,EV_001,1.0,100,13.82,0.0,0.0,15.78,29.72,0.56,-7560.0,57.3,1.6011,60.0,150.0,363.8,38.0
2026-06-05 21:35:55,EV_001,1.0,100,13.78,0.0,0.0,15.9,29.72,0.56,-7560.0,57.3,1.5954,60.0,150.0,349.7,39.4
2026-06-05 21:36:00,EV_001,1.0,100,11.26,0.0,0.0,15.96,29.85,0.56,-7920.0,57.2,1.6028,60.0,150.0,359.8,31.3
2026-06-05 21:36:05,EV_001,1.0,100,6.92,0.0,0.0,16.11,29.85,0.56,-7920.0,57.2,1.6015,60.0,150.0,347.9,19.9
2026-06-05 21:36:10,EV_001,1.0,100,7.25,0.0,0.0,16.24,29.85,0.56,-7560.0,57.2,1.5941,60.0,150.0,360.6,20.1
2026-06-05 21:36:15,EV_001,1.0,100,13.86,0.0,0.0,16.33,29.85,0.56,-7560.0,57.2,1.5947,60.0,150.0,357.1,38.8
2026-06-05 21:36:20,EV_001,1.0,100,14.77,0.0,0.0,16.4,29.85,0.56,-7560.0,57.2,1.602,60.0,150.0,359.3,41.1
2026-06-05 21:36:25,EV_001,1.0,100,19.49,0.0,0.0,16.59,29.85,0.56,-7920.0,57.1,1.6119,60.0,150.0,356.3,54.7
2026-06-05 21:36:30,EV_001,1.0,100,18.5,0.0,0.0,16.5,29.85,0.56,-7920.0,57.1,1.6219,60.0,150.0,361.4,51.2
2026-06-05 21:36:35,EV_001,1.0,100,16.33,0.0,0.0,16.56,29.85,0.56,-7560.0,57.1,1.6331,60.0,150.0,358.8,45.5
2026-06-05 21:36:40,EV_001,1.0,100,9.5,0.0,0.0,16.69,29.85,0.56,-7560.0,57.1,1.6294,60.0,150.0,360.0,26.4
2026-06-05 21:36:45,EV_001,1.0,100,13.09,0.0,0.0,16.77,29.85,0.56,-7920.0,57.0,1.6337,60.0,150.0,355.8,36.8
2026-06-05 21:36:50,EV_001,1.0,100,0.25,0.0,0.0,16.83,29.85,0.56,-7920.0,57.0,1.627,60.0,150.0,362.2,0.7
2026-06-05 21:36:55,EV_001,1.0,100,11.81,0.0,0.0,16.68,29.85,0.42,-7920.0,57.0,1.6253,60.0,150.0,355.8,33.2
2026-06-05 21:37:00,EV_001,1.0,100,13.68,0.0,0.0,16.74,29.85,0.42,-7560.0,57.0,1.6278,60.0,150.0,358.0,38.2
2026-06-05 21:37:05,EV_001,1.0,100,2.67,0.0,0.0,16.61,29.85,0.42,-7560.0,57.0,1.615,60.0,150.0,365.8,7.3
2026-06-05 21:37:10,EV_001,1.0,100,11.66,0.0,0.0,16.59,29.85,0.42,-7560.0,57.0,1.6137,60.0,150.0,356.5,32.7
2026-06-05 21:37:15,EV_001,1.0,100,19.41,0.0,0.0,16.83,29.85,0.42,-7920.0,56.9,1.623,60.0,150.0,355.5,54.6
2026-06-05 21:37:20,EV_001,1.0,100,21.77,0.0,0.0,16.81,29.85,0.42,-7920.0,56.9,1.6439,60.0,150.0,361.0,60.3
2026-06-05 21:37:25,EV_001,1.0,100,15.04,0.0,0.0,16.91,29.85,0.42,-7920.0,56.8,1.6431,60.0,150.0,363.4,41.4
2026-06-05 21:37:30,EV_001,1.0,100,8.83,0.0,0.0,16.84,29.85,0.42,-7920.0,56.8,1.6376,60.0,150.0,357.4,24.7
2026-06-05 21:37:35,EV_001,1.0,100,4.27,0.0,0.0,16.71,29.85,0.42,-7920.0,56.8,1.6332,60.0,150.0,355.8,12.0
2026-06-05 21:37:40,EV_001,1.0,100,17.39,0.0,0.0,16.88,29.85,0.42,-7920.0,56.8,1.6378,60.0,150.0,350.6,49.6
2026-06-05 21:37:45,EV_001,1.0,100,7.46,0.0,0.0,16.84,29.85,0.42,-7560.0,56.8,1.6281,60.0,150.0,356.9,20.9
2026-06-05 21:37:50,EV_001,1.0,100,16.85,0.0,0.0,16.94,29.85,0.42,-7920.0,56.7,1.6407,60.0,150.0,356.2,47.3
2026-06-05 21:37:55,EV_001,1.0,100,8.79,0.0,0.0,17.07,29.85,0.42,-7920.0,56.7,1.6343,60.0,150.0,364.7,24.1
2026-06-05 21:38:00,EV_001,1.0,100,14.83,0.0,0.0,17.03,29.85,0.42,-7920.0,56.7,1.6357,60.0,150.0,350.6,42.3
2026-06-05 21:38:05,EV_001,1.0,100,18.25,0.0,0.0,16.93,29.85,0.42,-7920.0,56.7,1.64,60.0,150.0,345.6,52.8
2026-06-05 21:38:10,EV_001,1.0,100,11.76,0.0,0.0,16.77,29.85,0.42,-7920.0,56.6,1.6496,60.0,150.0,357.4,32.9
2026-06-05 21:38:15,EV_001,1.0,100,10.4,0.0,0.0,16.7,29.85,0.42,-7920.0,56.6,1.6488,60.0,150.0,359.7,28.9
2026-06-05 21:38:20,EV_001,1.0,100,4.78,0.0,0.0,16.57,29.85,0.42,-7920.0,56.6,1.6435,60.0,150.0,351.4,13.6
2026-06-05 21:38:25,EV_001,1.0,100,13.39,0.0,0.0,16.72,29.85,0.42,-7920.0,56.6,1.6423,60.0,150.0,358.9,37.3
2026-06-05 21:38:30,EV_001,1.0,100,15.88,0.0,0.0,16.93,29.85,0.42,-7920.0,56.6,1.6392,60.0,150.0,355.2,44.7
2026-06-05 21:38:35,EV_001,1.0,100,8.37,0.0,0.0,16.86,29.85,0.42,-7920.0,56.5,1.6398,60.0,150.0,360.9,23.2
2026-06-05 21:38:40,EV_001,1.0,100,14.34,0.0,0.0,16.88,29.85,0.42,-7920.0,56.5,1.639,60.0,150.0,363.1,39.5
2026-06-05 21:38:45,EV_001,1.0,100,10.97,0.0,0.0,16.93,29.85,0.42,-7920.0,56.5,1.6381,60.0,150.0,347.1,31.6
2026-06-05 21:38:50,EV_001,1.0,100,15.42,0.0,0.0,16.99,29.85,0.42,-7920.0,56.5,1.644,60.0,150.0,348.1,44.3
2026-06-05 21:38:55,EV_001,1.0,100,19.11,0.0,0.0,17.04,29.85,0.42,-7920.0,56.4,1.6457,60.0,150.0,359.9,53.1
2026-06-05 21:39:00,EV_001,1.0,100,12.25,0.0,0.0,16.91,29.85,0.42,-7920.0,56.4,1.6497,60.0,150.0,356.0,34.4
2026-06-05 21:39:05,EV_001,1.0,100,7.91,0.0,0.0,16.91,29.85,0.42,-7920.0,56.4,1.6553,60.0,150.0,361.1,21.9
2026-06-05 21:39:10,EV_001,1.0,100,4.88,0.0,0.0,16.86,29.85,0.42,-7920.0,56.4,1.6596,60.0,150.0,348.7,14.0
2026-06-05 21:39:15,EV_001,1.0,100,6.47,0.0,0.0,16.83,29.85,0.42,-7920.0,56.4,1.6474,60.0,150.0,357.7,18.1
2026-06-05 21:39:20,EV_001,1.0,100,15.51,0.0,0.0,16.8,29.85,0.42,-7920.0,56.4,1.6594,60.0,150.0,350.9,44.2
2026-06-05 21:39:25,EV_001,1.0,100,6.74,0.0,0.0,16.81,29.85,0.42,-7920.0,56.3,1.6571,60.0,150.0,358.6,18.8
2026-06-05 21:39:30,EV_001,1.0,100,17.59,0.0,0.0,16.93,29.85,0.42,-7920.0,56.3,1.6607,60.0,150.0,351.7,50.0
2026-06-05 21:39:35,EV_001,1.0,100,17.78,0.0,0.0,17.05,29.85,0.42,-7920.0,56.3,1.6701,60.0,150.0,355.6,50.0
2026-06-05 21:39:40,EV_001,1.0,100,14.76,0.0,0.0,17.0,29.85,0.42,-8280.0,56.2,1.6787,60.0,150.0,359.9,41.0
2026-06-05 21:39:45,EV_001,1.0,100,8.83,0.0,0.0,16.99,29.85,0.42,-8280.0,56.2,1.6852,60.0,150.0,360.4,24.5
2026-06-05 21:39:50,EV_001,1.0,100,11.71,0.0,0.0,17.21,29.85,0.42,-8280.0,56.2,1.6834,60.0,150.0,361.5,32.4
2026-06-05 21:39:55,EV_001,1.0,100,5.48,0.0,0.0,17.02,29.85,0.42,-7920.0,56.2,1.6752,60.0,150.0,346.6,15.8
2026-06-05 21:40:00,EV_001,1.0,100,9.54,0.0,0.0,17.03,29.85,0.42,-7920.0,56.2,1.6735,60.0,150.0,349.3,27.3
2026-06-05 21:40:05,EV_001,1.0,100,6.04,0.0,0.0,16.9,29.85,0.42,-7920.0,56.2,1.6695,60.0,150.0,355.1,17.0
2026-06-05 21:40:10,EV_001,1.0,100,14.66,0.0,0.0,17.0,29.85,0.42,-8280.0,56.1,1.6651,60.0,150.0,354.2,41.4
2026-06-05 21:40:15,EV_001,1.0,100,11.72,0.0,0.0,17.03,29.85,0.42,-7920.0,56.1,1.653,60.0,150.0,347.9,33.7
2026-06-05 21:40:20,EV_001,1.0,100,2.64,0.0,0.0,16.76,29.85,0.03,-7920.0,56.1,1.6489,60.0,150.0,357.0,7.4
2026-06-05 21:40:25,EV_001,1.0,100,9.43,0.0,0.0,16.56,29.85,0.03,-7920.0,56.1,1.6451,60.0,150.0,350.5,26.9
2026-06-05 21:40:30,EV_001,1.0,100,16.52,0.0,0.0,16.64,29.85,0.03,-7920.0,56.1,1.6583,60.0,150.0,353.0,46.8
2026-06-05 21:40:35,EV_001,1.0,100,7.45,0.0,0.0,16.73,29.85,0.03,-7920.0,56.1,1.6505,60.0,150.0,365.3,20.4
2026-06-05 21:40:40,EV_001,1.0,100,14.34,0.0,0.0,16.63,29.85,0.03,-7920.0,56.0,1.6481,60.0,150.0,353.3,40.6
2026-06-05 21:40:45,EV_001,1.0,100,8.76,0.0,0.0,16.5,29.85,0.03,-7920.0,56.0,1.6421,60.0,150.0,359.0,24.4
2026-06-05 21:40:50,EV_001,1.0,100,12.88,0.0,0.0,16.53,29.85,0.03,-7920.0,56.0,1.6395,60.0,150.0,356.8,36.1
2026-06-05 21:40:55,EV_001,1.0,100,14.35,0.0,0.0,16.53,29.85,0.03,-7560.0,56.0,1.6378,60.0,150.0,361.5,39.7
2026-06-05 21:41:00,EV_001,1.0,100,12.95,0.0,0.0,16.55,29.85,0.03,-7920.0,55.9,1.6353,60.0,150.0,357.8,36.2
2026-06-05 21:41:05,EV_001,1.0,100,11.4,0.0,0.0,16.41,29.85,0.03,-7920.0,55.9,1.6315,60.0,150.0,350.9,32.5
2026-06-05 21:41:10,EV_001,1.0,100,7.48,0.0,0.0,16.47,29.85,0.03,-7920.0,55.9,1.6213,60.0,150.0,356.3,21.0
2026-06-05 21:41:15,EV_001,1.0,100,13.5,0.0,0.0,16.63,29.85,0.03,-7560.0,55.9,1.6229,60.0,150.0,347.9,38.8
2026-06-05 21:41:20,EV_001,1.0,100,6.52,0.0,0.0,16.77,29.85,0.03,-7560.0,55.9,1.6234,60.0,150.0,350.5,18.6
2026-06-05 21:41:25,EV_001,1.0,100,9.55,0.0,0.0,16.74,29.85,0.03,-7920.0,55.8,1.6163,60.0,150.0,348.7,27.4
2026-06-05 21:41:30,EV_001,1.0,100,6.6,0.0,0.0,16.51,29.85,0.03,-7920.0,55.8,1.6117,60.0,150.0,362.6,18.2
2026-06-05 21:41:35,EV_001,1.0,100,7.61,0.0,0.0,16.43,29.85,0.03,-7920.0,55.8,1.6108,60.0,150.0,355.5,21.4
2026-06-05 21:41:40,EV_001,1.0,100,4.2,0.0,0.0,16.37,29.85,0.03,-7560.0,55.8,1.5932,60.0,150.0,341.5,12.3
2026-06-05 21:41:45,EV_001,1.0,100,4.06,0.0,0.0,16.32,29.85,0.03,-7560.0,55.8,1.5837,60.0,150.0,349.8,11.6
2026-06-05 21:41:50,EV_001,1.0,100,12.68,0.0,0.0,16.3,29.85,0.03,-7560.0,55.8,1.586,60.0,150.0,357.3,35.5
2026-06-05 21:41:55,EV_001,1.0,100,16.73,0.0,0.0,16.07,29.85,0.03,-7920.0,55.7,1.5875,60.0,150.0,357.4,46.8
2026-06-05 21:42:00,EV_001,1.0,100,8.99,0.0,0.0,15.95,29.85,0.03,-7920.0,55.7,1.5878,60.0,150.0,356.6,25.2
2026-06-05 21:42:05,EV_001,1.0,100,5.95,0.0,0.0,16.02,29.85,0.03,-7920.0,55.7,1.5954,60.0,150.0,364.8,16.3
2026-06-05 21:42:10,EV_001,1.0,100,18.35,0.0,0.0,16.29,29.85,0.03,-7560.0,55.7,1.6014,60.0,150.0,355.6,51.6
2026-06-05 21:42:15,EV_001,1.0,100,14.63,0.0,0.0,16.47,29.87,0.03,-7560.0,55.7,1.6057,60.0,150.0,358.6,40.8
2026-06-05 21:42:20,EV_001,1.0,100,13.47,0.0,0.0,16.4,29.87,0.03,-7920.0,55.6,1.6047,60.0,150.0,349.8,38.5
2026-06-05 21:42:25,EV_001,1.0,100,-0.14,0.0,0.0,16.17,29.87,0.03,-7920.0,55.6,1.5891,60.0,150.0,356.8,-0.4
2026-06-05 21:42:30,EV_001,1.0,100,5.45,0.0,0.0,16.09,29.87,0.03,-7560.0,55.6,1.58,60.0,150.0,346.9,15.7
2026-06-05 21:42:35,EV_001,1.0,100,18.22,0.0,0.0,16.08,29.87,0.03,-7560.0,55.6,1.5925,60.0,150.0,360.0,50.6
2026-06-05 21:42:40,EV_001,1.0,100,11.88,0.0,0.0,15.98,29.87,0.03,-7560.0,55.6,1.5855,60.0,150.0,359.0,33.1
2026-06-05 21:42:45,EV_001,1.0,100,11.09,0.0,0.0,15.96,29.87,0.03,-7560.0,55.5,1.5699,60.0,150.0,352.2,31.5
2026-06-05 21:42:50,EV_001,1.0,100,13.26,0.0,0.0,15.94,29.87,0.03,-7560.0,55.5,1.5673,60.0,150.0,349.9,37.9
2026-06-05 21:42:55,EV_001,1.0,100,16.62,0.0,0.0,16.07,29.87,0.03,-7560.0,55.5,1.5687,60.0,150.0,354.3,46.9
2026-06-05 21:43:00,EV_001,1.0,100,12.4,0.0,0.0,16.09,29.87,0.03,-7560.0,55.5,1.5755,60.0,150.0,354.2,35.0
2026-06-05 21:43:05,EV_001,1.0,100,13.89,0.0,0.0,16.22,29.87,0.03,-7920.0,55.4,1.5857,60.0,150.0,357.0,38.9
2026-06-05 21:43:10,EV_001,1.0,100,15.51,0.0,0.0,16.4,29.87,0.03,-7560.0,55.4,1.5939,60.0,150.0,350.1,44.3
2026-06-05 21:43:15,EV_001,1.0,100,18.88,0.0,0.0,16.62,29.87,0.03,-7560.0,55.4,1.5993,60.0,150.0,354.9,53.2
2026-06-05 21:43:20,EV_001,1.0,100,11.54,0.0,0.0,16.75,29.87,0.03,-7560.0,55.4,1.5987,60.0,150.0,352.8,32.7
2026-06-05 21:43:25,EV_001,1.0,100,4.67,0.0,0.0,16.56,29.87,0.03,-7560.0,55.4,1.5948,60.0,150.0,359.1,13.0
